Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Driving_experience,Type_of_vehicle,Defect_of_vehicle,Road_allignment,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Cause_of_accident,Accident_severity
7:10:00,Tuesday,18-30,Male,Above 10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Turnover,Getting off the vehicle improperly,Slight Injury
19:42:00,Saturday,31-50,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,No priority to pedestrian,Serious Injury
7:45:00,Tuesday,31-50,Male,5-10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Changing lane to the left,Serious Injury
7:45:00,Tuesday,18-30,Male,1-2yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,No distancing,Serious Injury
14:35:00,Wednesday,Unknown,Male,Below 1yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driving carelessly,Slight Injury
14:35:00,Wednesday,31-50,Male,Below 1yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury
16:16:00,Saturday,18-30,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight Injury
16:16:00,Saturday,Unknown,Male,1-2yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Rollover,2,1,Moving Backward,Overtaking,Slight Injury
2:25:00,Thursday,Unknown,Male,5-10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Reversing,Driving carelessly,Slight Injury
17:55:00,Wednesday,31-50,Male,2-5yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Moving Backward,Slight Injury
17:55:00,Wednesday,18-30,Male,5-10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,No distancing,Slight Injury
18:30:00,Thursday,Unknown,Male,Above 10yr,,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Moving Backward,Overtaking,Slight Injury
18:30:00,Thursday,31-50,Male,5-10yr,Automobile,,Tangent road with mild grade and flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Slight Injury
9:55:00,Thursday,18-30,Male,5-10yr,Lorry,,Tangent road with mild grade and flat terrain,Asphalt roads,Dry,Daylight,Other,Vehicle with vehicle collision,1,1,Going straight,Driving carelessly,Slight Injury
13:58:00,Friday,31-50,Male,5-10yr,Other,No defect,Tangent road with flat terrain,,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Moving Backward,Slight Injury
17:00:00,Tuesday,Under 18,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,1,1,Going straight,Driving carelessly,Slight Injury
9:15:00,Friday,Unknown,Male,1-2yr,Bus,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving to the left,Slight Injury
9:15:00,Friday,Under 18,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight Injury
21:40:00,Wednesday,31-50,Male,1-2yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Windy,Collision with roadside objects,2,1,,No distancing,Slight Injury
21:40:00,Wednesday,18-30,Male,,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Windy,Collision with roadside objects,2,1,Going straight,No distancing,Slight Injury
13:49:00,Monday,Over 51,Male,5-10yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Reversing,Changing lane to the right,Slight Injury
13:49:00,Monday,31-50,Male,5-10yr,Bus,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Driving under the influence of drugs,Slight Injury
11:55:00,Saturday,18-30,Male,Above 10yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight Injury
11:55:00,Saturday,31-50,Male,2-5yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Changing lane to the left,Slight Injury
19:00:00,Friday,Under 18,Male,Above 10yr,Ridden horse,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Going straight,Moving Backward,Slight Injury
19:00:00,Friday,Under 18,Male,2-5yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Going straight,No distancing,Slight Injury
19:00:00,Friday,Over 51,Male,5-10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Going straight,Changing lane to the right,Slight Injury
19:00:00,Friday,Unknown,Female,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Rollover,3,3,Other,Moving Backward,Slight Injury
22:16:00,Wednesday,18-30,Male,5-10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,Moving Backward,No distancing,Serious Injury
22:16:00,Wednesday,Over 51,Male,5-10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,Other,Driving to the left,Serious Injury
22:16:00,Wednesday,Unknown,Female,Above 10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,3,1,Going straight,Driving to the left,Serious Injury
12:43:00,Thursday,31-50,Male,Below 1yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Moving Backward,Slight Injury
17:00:00,Wednesday,Over 51,Male,5-10yr,Motorcycle,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Moving Backward,Slight Injury
17:00:00,Wednesday,31-50,Male,1-2yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Other,Overtaking,Slight Injury
18:55:00,Thursday,31-50,Male,,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,Driving carelessly,Slight Injury
18:55:00,Thursday,18-30,Male,Above 10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,2,,Changing lane to the left,Slight Injury
18:55:00,Thursday,Over 51,Male,2-5yr,Other,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,Driving under the influence of drugs,Slight Injury
16:40:00,Friday,Over 51,Male,1-2yr,Other,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,No distancing,Slight Injury
7:44:00,Tuesday,Unknown,Male,1-2yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Moving Backward,Slight Injury
7:44:00,Tuesday,18-30,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Changing lane to the left,Slight Injury
7:44:00,Tuesday,31-50,Female,,Long lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,1,Moving Backward,Changing lane to the right,Slight Injury
13:20:00,Friday,Over 51,Male,2-5yr,Long lorry,,Steep grade downward with mountainous terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,No distancing,Slight Injury
13:20:00,Friday,Over 51,Male,1-2yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driving at high speed,Slight Injury
16:05:00,Friday,18-30,Male,5-10yr,Lorry,No defect,Tangent road with flat terrain,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight Injury
16:05:00,Friday,31-50,Male,Below 1yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Turnover,No priority to vehicle,Slight Injury
17:33:00,Saturday,31-50,Male,2-5yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,Going straight,No distancing,Slight Injury
19:56:00,Tuesday,18-30,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,1,Going straight,Turnover,Slight Injury
19:56:00,Tuesday,18-30,Male,Above 10yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury
7:40:00,Thursday,Over 51,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Changing lane to the right,Slight Injury
7:28:00,Friday,18-30,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury
7:28:00,Friday,31-50,Male,1-2yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,2,1,Going straight,Changing lane to the left,Slight Injury
13:10:00,Saturday,18-30,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Rollover,3,3,Going straight,Driving carelessly,Slight Injury
13:10:00,Saturday,31-50,Male,2-5yr,Bus,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Changing lane to the right,Slight Injury
13:10:00,Saturday,31-50,Male,2-5yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads with some distress,Dry,Daylight,Normal,Rollover,3,3,,No priority to vehicle,Slight Injury
13:10:00,Saturday,31-50,Male,2-5yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Other,No distancing,Slight Injury
21:39:00,Saturday,Unknown,Male,2-5yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Unknown,Vehicle with vehicle collision,2,1,Getting off,No priority to pedestrian,Slight Injury
21:39:00,Saturday,18-30,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Unknown,Vehicle with vehicle collision,2,1,Going straight,No priority to pedestrian,Slight Injury
21:50:00,Monday,Unknown,Male,Above 10yr,Other,No defect,Steep grade downward with mountainous terrain,Asphalt roads,Wet or damp,Daylight,Other,Fall from vehicles,2,1,Going straight,No priority to vehicle,Slight Injury
21:50:00,Monday,Under 18,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight Injury
19:49:00,Wednesday,Under 18,Male,,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Other,Changing lane to the left,Slight Injury
19:49:00,Wednesday,Unknown,Male,2-5yr,Motorcycle,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury
17:53:00,Wednesday,Under 18,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,No priority to vehicle,Slight Injury
17:53:00,Wednesday,31-50,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,No distancing,Slight Injury
10:53:00,Saturday,Over 51,Male,Above 10yr,Motorcycle,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,No distancing,Slight Injury
10:53:00,Saturday,31-50,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight Injury
17:05:00,Monday,Unknown,Male,Above 10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Serious Injury
17:05:00,Monday,31-50,Male,Below 1yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,,No distancing,Serious Injury
8:00:00,Tuesday,18-30,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Going straight,Overturning,Slight Injury
8:00:00,Tuesday,18-30,Male,1-2yr,Long lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,No priority to vehicle,Slight Injury
8:55:00,Thursday,Unknown,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Moving Backward,Slight Injury
8:55:00,Thursday,18-30,Male,5-10yr,Minibus,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving under the influence of drugs,Slight Injury
16:35:00,Tuesday,31-50,Male,2-5yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,1,Going straight,Moving Backward,Slight Injury
16:35:00,Tuesday,Unknown,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Changing lane to the right,Slight Injury
16:35:00,Tuesday,Unknown,Female,5-10yr,Lorry,No defect,Gentle horizontal curve,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Overspeed,Slight Injury
19:32:00,Wednesday,18-30,Male,Above 10yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,Going straight,Driving under the influence of drugs,Slight Injury
19:32:00,Wednesday,Over 51,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Rollover,3,1,Going straight,Driving carelessly,Slight Injury
19:32:00,Wednesday,18-30,Male,Below 1yr,Long lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Rollover,3,1,Going straight,No distancing,Slight Injury
17:30:00,Wednesday,Under 18,Male,5-10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,No priority to vehicle,Serious Injury
17:30:00,Wednesday,Under 18,Male,5-10yr,Long lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,,Overspeed,Serious Injury
8:40:00,Tuesday,18-30,Male,2-5yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Driving under the influence of drugs,Slight Injury
8:40:00,Tuesday,Over 51,Male,Above 10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Changing lane to the right,Slight Injury
8:40:00,Tuesday,Over 51,Male,2-5yr,Automobile,No defect,Gentle horizontal curve,Asphalt roads,Wet or damp,Daylight,Normal,Collision with pedestrians,2,3,Going straight,Changing lane to the right,Slight Injury
21:10:00,Monday,Under 18,Male,Above 10yr,Long lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,2,Going straight,Changing lane to the right,Slight Injury
21:10:00,Monday,Under 18,Male,Below 1yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Turnover,Changing lane to the right,Slight Injury
21:10:00,Monday,31-50,Male,2-5yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Moving Backward,Moving Backward,Slight Injury
